Object Name,Form ID,Editor ID,Category
Rindir's Basement,00049AF3,ICMarketDistrictRindirsStaffsBasement,CELL
Rindir's Private Quarters,00049AF4,ICMarketDistrictRindirsStaffsUpstairs,CELL
Rindir's Staffs,0002C16D,ICMarketDistrictRindirsStaffs,CELL
Rissun,01480304,Rissun,CELL
Riverview,0003041F,CheydinhalRiverview,CELL
Riverview Basement,000901AC,CheydinhalRiverviewBasement,CELL
Ri'Zakar's Room,0003DB41,LeyawiinBlackwoodRoom02,CELL
Robber's Glen Cave,0002EE57,RobbersGlenCave,CELL
Rock Bottom Caverns,00029D67,RockBottomCaverns,CELL
Rockmilk - Blackbow Camp,000CA86D,RockmilkCave04,CELL
Rockmilk Cave,0001498E,RockmilkCave,CELL
Rockmilk Haven,00027F61,RockmilkCave02,CELL
Rockmilk Haven,000CA86E,RockmilkCave03,CELL
Roderic Pierrane's Basement,0003F31C,ICElvenGardensRodericPierranesHouseBasement,CELL
Roderic Pierrane's House,0002C1B6,ICElvenGardensRodericPierranesHouse,CELL
Roderic Pierrane's Private Quarters,0003F31B,ICElvenGardensRodericPierranesUpstairs,CELL
Roland Jenseric's Basement,0004D84F,ICTempleDistrictRolandJensericsBasement,CELL
Roland Jenseric's Cabin,0001DB13,RolandJensericsCabin,CELL
Roland Jenseric's House,0002C18D,ICTempleDistrictRolandJensericsHouse,CELL
Roland Jenseric's Private Quarters,0004E139,ICTempleDistrictRolandJensericsHouseUpstairs,CELL
Rosentia Gallenus's House,0003052E,LeyawiinRosentiaGallenusHouse,CELL
Rosentia Gallenus's House 2nd Floor,0003E0ED,LeyawiinRosentiaGallenusHouse2ndFloor,CELL
Rosethorn Hall,00027D51,SkingradHouseforSale,CELL
Rosethorn Hall Basement,00029075,SkingradHouseForSaleBasement,CELL
Rosethorn Hall Top Floor,0002AD5A,SkingradHouseForSaleUpperFloor,CELL
Rothan Ancestral Tomb,01480305,RothanSAncestralSTomb,CELL
Rotheran,0148001C,Rotheran,CELL
"Rotheran, Arena",01480306,RotheranVSArena,CELL
"Rotheran, Communal Hut",01480307,RotheranVSCommunalSHut,CELL
"Rotheran, Propylon Chamber",01480308,RotheranVSPropylonSChamber,CELL
"Rotten Den, Deadfall",00010A67,XPRottenDen01,CELL
"Rotten Den, Encampment",00010A56,XPRottenDen05,CELL
"Rotten Den, Hollow",00010A6D,XPRottenDen04,CELL
"Rotten Den, Precipice",0004A8E5,XPRottenDen02,CELL
"Rotten Den, Sanctum",00010A75,XPRottenDen03,CELL
Roxey Inn,0002C8C7,RoxeyInn,CELL
Royal Quarters,0002C37D,AnvilCastleRoyalQuarters,CELL
Runs-in-Circles' House,000158B4,SEHighcrossRunsinCirclesHouse,CELL
Ruslan's Basement,0004D85C,ICTempleDistrictRuslansBasement,CELL
Ruslan's House,0002C186,ICTempleDistrictRuslansHouse,CELL
Ruslan's Private Quarters,0004E97C,ICTempleDistrictRuslansHouseUpstairs,CELL
Rythe Lythandas's Basement,0001552C,CheydinhalRythesBasement,CELL
Rythe Lythandas's House,00030421,CheydinhalRythesHouse,CELL
Sacellum Arden-Sul,00013666,SENSSacellumArdenSul,CELL
Sacellum Arden-Sul,00071FFC,SENSSacellumArdenSulNormalclutter,CELL
Sadrith Mora,01480001,SadrithSMora,CELL
"Sadrith Mora, Anis Seloth: Alchemist",01480309,SadrithSMoraVSAnisSSelothXSAlchemist,CELL
"Sadrith Mora, Balen Vendu: Monk",0148030A,SadrithSMoraVSBalenSVenduXSMonk,CELL
"Sadrith Mora, Dirty Muriel's Cornerclub",0148030B,SadrithSMoraVSDirtySMurielAsSCornerclub,CELL
"Sadrith Mora, Fara's Hole in the Wall",0148030C,SadrithSMoraVSFaraAsSHoleSinStheSWall,CELL
"Sadrith Mora, Gateway Inn",0148030D,SadrithSMoraVSGatewaySInn,CELL
"Sadrith Mora, Gateway Inn: North Wing",0148030E,SadrithSMoraVSGatewaySInnXSNorthSWing,CELL
"Sadrith Mora, Gateway Inn: South Wing",0148030F,SadrithSMoraVSGatewaySInnXSSouthSWing,CELL
"Sadrith Mora, Gateway Inn: West Wing",01480310,SadrithSMoraVSGatewaySInnXSWestSWing,CELL
"Sadrith Mora, Hleras Gidren's House",01480311,SadrithSMoraVSHlerasSGidrenAsSHouse,CELL
"Sadrith Mora, Llaalam Madalas: Mage",01480312,SadrithSMoraVSLlaalamSMadalasXSMage,CELL
"Sadrith Mora, Madran Ulvel's House",01480313,SadrithSMoraVSMadranSUlvelAsSHouse,CELL
"Sadrith Mora, Meluria Seleth's House",01480314,SadrithSMoraVSMeluriaSSelethAsSHouse,CELL
"Sadrith Mora, Milara Vedran's House",01480315,SadrithSMoraVSMilaraSVedranAsSHouse,CELL
"Sadrith Mora, Morag Tong Guild",01480316,SadrithSMoraVSMoragSTongSGuild,CELL
"Sadrith Mora, Nevrila Areloth's House",01480317,SadrithSMoraVSNevrilaSArelothAsSHouse,CELL
"Sadrith Mora, Nirasa Aren's House",01480318,SadrithSMoraVSNirasaSArenAsSHouse,CELL
"Sadrith Mora, Pierlette Rostorard: Apothecary",01480319,SadrithSMoraVSPierletteSRostorardXSApothecary,CELL
"Sadrith Mora, Rolis Garvon's House",0148031A,SadrithSMoraVSRolisSGarvonAsSHouse,CELL
"Sadrith Mora, Tel Naga General Quarters",0148031B,SadrithSMoraVSTelSNagaSGeneralSQuarters,CELL
"Sadrith Mora, Tel Naga Great Hall",0148031C,SadrithSMoraVSTelSNagaSGreatSHall,CELL
"Sadrith Mora, Tel Naga Upper Hall",0148031D,SadrithSMoraVSTelSNagaSUpperSHall,CELL
"Sadrith Mora, Tel Naga Upper Tower",0148031E,SadrithSMoraVSTelSNagaSUpperSTower,CELL
"Sadrith Mora, Telvanni Council House",0148031F,SadrithSMoraVSTelvanniSCouncilSHouse,CELL
"Sadrith Mora, Telvanni Council House, Chambers",01480320,SadrithSMoraVSTelvanniSCouncilSHouseVSChambers,CELL
"Sadrith Mora, Telvanni Council House, Entry",01480321,SadrithSMoraVSTelvanniSCouncilSHouseVSEntry,CELL
"Sadrith Mora, Telvanni Council House, Hermitage",01480322,SadrithSMoraVSTelvanniSCouncilSHouseVSHermitage,CELL
"Sadrith Mora, Thervul Serethi: Healer",01480323,SadrithSMoraVSThervulSSerethiXSHealer,CELL
"Sadrith Mora, Trendrus Dral's House",01480324,SadrithSMoraVSTrendrusSDralAsSHouse,CELL
"Sadrith Mora, Urtisa Romayn's House",01480325,SadrithSMoraVSUrtisaSRomaynAsSHouse,CELL
"Sadrith Mora, Urtiso Faryon: Sorcerer",01480326,SadrithSMoraVSUrtisoSFaryonXSSorcerer,CELL
"Sadrith Mora, Vaden Belas' House",01480327,SadrithSMoraVSVadenSBelasASHouse,CELL
"Sadrith Mora, Volmyni Dral's House",01480328,SadrithSMoraVSVolmyniSDralAsSHouse,CELL
"Sadrith Mora, Wolverine Hall",01480329,SadrithSMoraVSWolverineSHall,CELL
"Sadrith Mora, Wolverine Hall: Fighter's Guild",0148032A,SadrithSMoraVSWolverineSHallXSFighterAsSGuild,CELL
"Sadrith Mora, Wolverine Hall: Imperial Shrine",0148032B,SadrithSMoraVSWolverineSHallXSImperialSShrine,CELL
"Sadrith Mora, Wolverine Hall: Mage's Guild",0148032C,SadrithSMoraVSWolverineSHallXSMageAsSGuild,CELL
Sadryon Ancestral Tomb,0148032D,SadryonSAncestralSTomb,CELL
Sage Glen Hideaway,0005E1E0,SageGlenHollow02,CELL
Sage Glen Hollow,000149B0,SageGlenHollow,CELL
Sakeepa's House,0002F7D5,AleswellSakeepasHouse,CELL
"Salit Camp, Zalit's Yurt",0148032E,SalitSCampVSZalitAsSYurt,CELL
"Salit Camp, Zelay's Yurt",0148032F,SalitSCampVSZelayAsSYurt,CELL
Salmantu,01480330,Salmantu,CELL
"Salmantu, Shrine",01480331,SalmantuVSShrine,CELL
Salmo The Baker's Basement,0002C772,SkingradSalmoTheBakersBasement,CELL
Salmo the Baker's House,00027D50,SkingradSalmoTheBakersHouse,CELL
Salomon Geonette's Basement,0004D85A,ICTempleDistrictSalomonGeonettesBasement,CELL
Salomon Geonette's House,0002C18A,ICTempleDistrictSalomonGeonettesHouse,CELL
Salomon Geonette's Private Quarters,0004EDA6,ICTempleDistrictSalomonGeonettesHouseUpstairs,CELL
Salothan Ancestral Tomb,01480332,SalothanSAncestralSTomb,CELL
Salothran Ancestral Tomb,01480333,SalothranSAncestralSTomb,CELL
Salvel Ancestral Tomb,01480334,SalvelSAncestralSTomb,CELL
Samarys Ancestral Tomb,01480335,SamarysSAncestralSTomb,CELL
Samuel Bantien's Basement,0003CEE0,ICTalosPlazaSamuelBantiensHouseBasement,CELL
Samuel Bantien's House,0002C1AC,ICTalosPlazaSamuelBantiensHouse,CELL
Samuel Bantien's Private Quarters,0003AD12,ICTalosPlazaSamuelBantiensHouseUpstairs,CELL
Sanabi,01480336,Sanabi,CELL
Sancre Tor,00033FD1,SancreTor01,CELL
"Sancre Tor, Catacombs",00033C05,SancreTor04,CELL
"Sancre Tor, Catacombs",000921BD,xMikeBackupSancretor04,CELL
"Sancre Tor, Entry Hall",000341F2,SancreTorHub,CELL
"Sancre Tor, Hall of Judgement",0003447B,SancreTor02,CELL
"Sancre Tor, Prison",00035D91,SancreTor03,CELL
"Sancre Tor, Tomb of the Reman Emperors",00033C06,SancreTorTomb,CELL
Sanctus Shrine,01480032,SanctusSShrine,CELL
Sandas Ancestral Tomb,01480337,SandasSAncestralSTomb,CELL
Sandstone Big Rooms,000A794D,SandstoneCavern02,CELL
Sandstone Cavern,00014985,SandstoneCavern,CELL
Sandus Ancestral Tomb,01480338,SandusSAncestralSTomb,CELL
Sanit,01480339,Sanit,CELL
"Sanit, Shrine",0148033A,SanitVSShrine,CELL
Sanni,0148033B,Sanni,CELL
Sarano Ancestral Tomb,0148033C,SaranoSAncestralSTomb,CELL
Sarcophagus Chamber,00016C39,AmelionFamilyTomb02,CELL
Sardavar Leed,00016649,SardavarLeed,CELL
Sardavar Leed Lattasel,000927F9,SardavarLeed02,CELL
Saren Ancestral Tomb,0148033D,SarenSAncestralSTomb,CELL
Sarethi Ancestral Tomb,0148033E,SarethiSAncestralSTomb,CELL
Sargon,0148033F,Sargon,CELL
Sarimisun-Assa Egg Mine,01480340,SarimisunTAssaSEggSMine,CELL
"Sarimisun-Assa Egg Mine, Queen's Lair",01480341,SarimisunTAssaSEggSMineVSQueenAsSLair,CELL
Sarys Ancestral Tomb,01480342,SarysSAncestralSTomb,CELL
Satha Dalvilu's House,0009133E,BleakersWaySathaDalvilusHouse,CELL
Saturan,01480343,Saturan,CELL
Savel Ancestral Tomb,01480344,SavelSAncestralSTomb,CELL
Savlian Matius's Tent,0002A5C5,KvatchTentSavlianMatius,CELL
Scales of the Serpent,0003887C,PalePass04,CELL
SE Settlement Interiors,0004382A,TestMeganSE,CELL
Secret Room,00048BD4,LeyawiinCastleSecretRoom,CELL
Secret Training Room,000661C9,BrumaJGhastasHouseTrainingRoom,CELL
Sedor,0000391D,Sedor,CELL
Senim Ancestral Tomb,01480345,SenimSAncestralSTomb,CELL
Sennananit,01480346,Sennananit,CELL
Seran Ancestral Tomb,01480347,SeranSAncestralSTomb,CELL
Serano Ancestral Tomb,01480348,SeranoSAncestralSTomb,CELL
Sercen,00016638,Sercen,CELL
Seridur's House,0002C189,ICTempleDistrictSeridursHouse,CELL
Seridur's House Basement,0001DB12,ICTempleDistrictSeridursHouseBasement,CELL
Seridur's House Bedroom,0004E138,ICTempleDistrictSeridursHouseUpstairs,CELL
Serpent Hollow Cave,000149B8,SerpentHollowCave,CELL
Serpent Hollow Chillers,00056E70,SerpentHollowCave02,CELL
Serpent's Trail,0001C17D,SerpentsTrail,CELL
Serpents Wake Cargo Hold,00094932,AnvilTheSerpentsWakeLowerDeck,CELL
Serpents Wake Mid Deck,00094933,AnvilTheSerpentsWakeMidDeck,CELL
Servant's Quarters,0000BE5B,LordRugdumphServants,CELL
Service Hall,0002DB98,BrumaCastleServiceHall,CELL
Sethan Ancestral Tomb,01480349,SethanSAncestralSTomb,CELL
Setus Egg Mine,0148034A,SetusSEggSMine,CELL
Sevarius Atius' Basement,0003CEDD,ICTalosPlazaSevariusAtiusHouseBasement,CELL
Sevarius Atius' House,0002C1AF,ICTalosPlazaSevariusAtiusHouse,CELL
Sevarius Atius' House Private Quarters,00037D0A,ICTalosPlazaSevariusAtiusHouseUpstairs,CELL
Sewer Waterworks,0006ADD3,ImperialSewersElvenGardens03,CELL
Sewers,00093FEF,Dark04Sewers01,CELL
Sewers,00093FF0,Dark04Sewers02,CELL
Sewers,0002D944,Dark04Sewers03,CELL
Sewers,000272F2,ImperialSewers03,CELL
Sewers,0004B7B5,TestSewersXX,CELL
Seyda Neen,0148003F,SeydaSNeen,CELL
"Seyda Neen, Arrille's Tradehouse",0148034B,SeydaSNeenVSArrilleAsSTradehouse,CELL
"Seyda Neen, Census and Excise Office",0148034C,SeydaSNeenVSCensusSandSExciseSOffice,CELL
"Seyda Neen, Census and Excise Warehouse",0148034D,SeydaSNeenVSCensusSandSExciseSWarehouse,CELL
"Seyda Neen, Draren Thiralas' House",0148034E,SeydaSNeenVSDrarenSThiralasASHouse,CELL
"Seyda Neen, Eldafire's House",0148034F,SeydaSNeenVSEldafireAsSHouse,CELL
"Seyda Neen, Erene Llenim's Shack",01480350,SeydaSNeenVSEreneSLlenimAsSShack,CELL
"Seyda Neen, Fargoth's House",01480351,SeydaSNeenVSFargothAsSHouse,CELL
"Seyda Neen, Fine-Mouth's Shack",01480352,SeydaSNeenVSFineTMouthAsSShack,CELL
"Seyda Neen, Foryn Gilnith's Shack",01480353,SeydaSNeenVSForynSGilnithAsSShack,CELL
"Seyda Neen, Indrele Rathryon's Shack",01480354,SeydaSNeenVSIndreleSRathryonAsSShack,CELL
"Seyda Neen, Lighthouse",01480355,SeydaSNeenVSLighthouse,CELL
"Seyda Neen, Terurise Girvayne's House",01480356,SeydaSNeenVSTeruriseSGirvayneAsSHouse,CELL
"Seyda Neen, Vodunius Nuccius' House",01480357,SeydaSNeenVSVoduniusSNucciusASHouse,CELL
Sha-Adnius,01480358,ShaTAdnius,CELL
Shack for Sale,000477C8,ICWaterfrontShackForSale,CELL
Shadow's Rest Cavern,000149A1,ShadowsRestCavern,CELL
Shadow's Rest Rocky Run,000A7949,ShadowsRestCavern02,CELL
Shafaye's House,00031561,PellGateShafayesHouse,CELL
Shagol gro-Bumph's House,0002F7D4,AleswellShagolgroBumphsHouse,CELL
Shal,01480359,Shal,CELL
Shallit,0148035A,Shallit,CELL
Shameer's House,00027D4A,SkingradShameersHouse,CELL
Shara,0148035B,Shara,CELL
Sharapli,0148035C,Sharapli,CELL
Shardrock Interior,00031565,Shardrock,CELL
"Shashmanu Camp, Anit's Yurt",0148035D,ShashmanuSCampVSAnitAsSYurt,CELL
Shashpilamat,0148035E,Shashpilamat,CELL
"Shashpilamat, Shrine",0148035F,ShashpilamatVSShrine,CELL
"Shashurari Camp, Zennammu's Yurt",01480360,ShashurariSCampVSZennammuAsSYurt,CELL
Shattered Mine,00015C30,ShatteredMine,CELL
Shattered Mine New Galleries,0005F487,ShatteredMine02,CELL
Shattered Scales Cave,000149B4,ShatteredScalesCave,CELL
Shattered Scales Long Run,00056E6F,ShatteredScalesCave02,CELL
Shelden's House,00012D35,SEPasswallSheldensHouse,CELL
Sheogorath's Palace,00012F55,SENSCastleSheogorath,CELL
Shetcombe Farm,000313B7,ShetcombeFarm,CELL
Shinbone Cave,000149AB,ShinboneCave,CELL
Shinbone Galleries,0005E1E1,ShinboneCave02,CELL
Shishara,01480361,Shishara,CELL
Shishi,01480362,Shishi,CELL
Shrine Antechamber,00033912,LakeArriusShrineAntechamber01,CELL
Shrine Living Quarters,00022DCC,LakeArriusShrineAntechamber02,CELL
Shrine of Azura,01480363,ShrineSofSAzura,CELL
Shrine of The Moth,00092B52,TempleMothCatacombs04,CELL
Shulk Egg Mine,01480364,ShulkSEggSMine,CELL
"Shulk Egg Mine, Mining Camp",01480365,ShulkSEggSMineVSMiningSCamp,CELL
"Shulk Egg Mine, Queen's Lair",01480366,ShulkSEggSMineVSQueenAsSLair,CELL
"Shunned Shipwreck, Cabin",01480367,ShunnedSShipwreckVSCabin,CELL
"Shunned Shipwreck, Lower Level",01480368,ShunnedSShipwreckVSLowerSLevel,CELL
"Shunned Shipwreck, Upper Level",01480369,ShunnedSShipwreckVSUpperSLevel,CELL
Shurdan-Raplay Egg Mine,0148036A,ShurdanTRaplaySEggSMine,CELL
Shurinbaal,0148036B,Shurinbaal,CELL
Shushan,0148036C,Shushan,CELL
Shushishi,0148036D,Shushishi,CELL
Sickly Bernice's Taphouse,00012325,SENSSicklyBernicesTaphouse,CELL
Sickly Bernice's Taphouse Guest Rooms,00012324,SENSSicklyBernicesTaphouseGuestRooms,CELL
Sideways Cave,000149A2,SidewaysCave,CELL
Sideways Cave,000C59DF,SidewaysCaveNEW,CELL
Sideways Cave - Hidden Lake,000C5C5F,SidewaysCaveNew02,CELL
Sideways Cave - Lost Abagarlas,000C6574,SidewaysCaveNew03,CELL
Sideways Cave - Muttering Pool,000A7953,SidewaysCave02,CELL
Sigillum Sanguis,0005619A,MQ10BrumaCitadelLord,CELL
Sigillum Sanguis,000165A0,MQ14OblivionCitadelLord,CELL
Sigillum Sanguis,000230ED,MS13OblivionCitadelLord,CELL
Sigillum Sanguis,0001D4D5,OblivionMqKvatchCitadelLord,CELL
Sigillum Sanguis,00047753,OblivionRD002CitadelLordB,CELL
Sigillum Sanguis,0004D9DE,OblivionRD004CitadelMainLord,CELL
Sigillum Sanguis,00051DD0,OblivionRDCitadel01Lord,CELL
Sigillum Sanguis,0003E50F,OblivionRDCitadel02Lord,CELL
Sigillum Sanguis,0004E4DF,OblivionRDCitadel03Lord,CELL
Sigillum Sanguis,00042687,OblivionRDCitadel04Lord,CELL
Sigillum Sanguis,0004C9BF,OblivionRDCitadel05Lord,CELL
Sigillum Sanguis,000C46F0,TestTimOblivionLords,CELL
Silgor Bradus' House,000308C5,AnvilSilgorBradusHouse,CELL
Silorn,000514CA,Silorn,CELL
Silorn Buroseli,0001662D,Silorn03,CELL
Silorn Sedorseli,000514CB,Silorn02,CELL
Silver Tooth Cave,0001499E,SilverToothCave,CELL
Silver Tooth Warrens,0005E1E6,SilverToothCave02,CELL
Silverhome 2nd Floor,00053A95,BravilSilverHomeonthewater2ndFloor,CELL
Silverhome 3rd Floor,00053A94,BravilSilverHomeonthewater3rdFloor,CELL
Silverhome on the Water,0002FF55,BravilSilverHomeonthewater,CELL
Sinamusa Egg Mine,0148036E,SinamusaSEggSMine,CELL
Sinarralit Egg Mine,0148036F,SinarralitSEggSMine,CELL
Sinderion's Cellar,0002E9A3,SkingradWestWealdInnCellar,CELL
Sinkhole Cave,000149BC,SinkholeCave,CELL
Sinkhole Great Hall,0001E11B,SinkholeCave02,CELL
Sinsibadon,01480370,Sinsibadon,CELL
Sjorvar Horse-Mouth's House,01480371,SjorvarSHorseTMouthAsSHouse,CELL
Skaal Village,01480522,SkaalSVillage,CELL
"Skaal Village, Bronrod the Roarer's House",0148054B,SkaalSVillageVSBronrodStheSRoarerAsSHouse,CELL
"Skaal Village, Erna the Quiet's House",0148054C,SkaalSVillageVSErnaStheSQuietAsSHouse,CELL
"Skaal Village, Ice-Mane's Hut",0148054D,SkaalSVillageVSIceTManeAsSHut,CELL
"Skaal Village, Ingmar's House",0148054E,SkaalSVillageVSIngmarAsSHouse,CELL
"Skaal Village, Lassnr's House",0148054F,SkaalSVillageVSLassnrAsSHouse,CELL
"Skaal Village, Rigmor's Hut",01480550,SkaalSVillageVSRigmorAsSHut,CELL
"Skaal Village, Shaman's Hut",01480551,SkaalSVillageVSShamanAsSHut,CELL
"Skaal village, Snedbrir the Smith",01480552,SkaalSvillageVSSnedbrirStheSSmith,CELL
"Skaal Village, The Blodskaal's House",01480553,SkaalSVillageVSTheSBlodskaalAsSHouse,CELL
"Skaal Village, The Greathall",01480554,SkaalSVillageVSTheSGreathall,CELL
Skingrad Fighters Guild,00027D58,SkingradFightersGuild,CELL
Skingrad Mages Guild,00027D57,SkingradMagesGuild,CELL
Skingrad Town Guard House,00000820,SkingradTownGuardHouse,CELL
Skooma Den,0002FF46,BravilSkoomaDen,CELL
S'krivva's House,0002FF4C,BravilSkrivvaHouse,CELL
Slash 'N Smash,0002C162,ICMarketDistrictSlashNSmash,CELL
Slash 'N Smash Basement,00049E28,ICMarketDistrictSlashNSmashBasement,CELL
Slash 'N Smash Private Quarters,0004B957,ICMarketDistrictSlashNSmashUpstairs,CELL
Slave Quarters,0004DE98,LordDradsSlaveQuarters01,CELL
Slave Quarters,0004DE97,LordDradsSlaveQuarters02,CELL
Sleeping Quarters,0002CDCA,KvatchCastleSleepingQuarters,CELL
Small Farmhouse,01480372,SmallSFarmhouse,CELL
Small Room Test,0001DF79,TestCave05,CELL
Smithy,0003D312,AnvilCastleBlacksmithQuarters,CELL
Smoke Hole Boot Tomb,00083718,SmokeHoleCave03,CELL
Smoke Hole Brass Tomb,00083719,SmokeHoleCave02,CELL
Smoke Hole Cave,00014998,SmokeHoleCave,CELL
Smuggler's Cave,0002C37E,AnvilCastleSmugglersCave,CELL
"Sobitbael Camp, Mal's Yurt",01480373,SobitbaelSCampVSMalAsSYurt,CELL
Solstheim,01480555,Solstheim,CELL
"Solstheim, Aesliip's Lair",01480556,SolstheimVSAesliipAsSLair,CELL
"Solstheim, Aesliip's Lair, Caverns",01480557,SolstheimVSAesliipAsSLairVSCaverns,CELL
"Solstheim, Altar of Thrond",01480525,SolstheimVSAltarSofSThrond,CELL
"Solstheim, Benkongerike",01480558,SolstheimVSBenkongerike,CELL
"Solstheim, Bjorn",01480559,SolstheimVSBjorn,CELL
"Solstheim, Bloodskal Barrow",0148055A,SolstheimVSBloodskalSBarrow,CELL
"Solstheim, Brodir Grove",01480526,SolstheimVSBrodirSGrove,CELL
"Solstheim, Castle Karstaag",01480527,SolstheimVSCastleSKarstaag,CELL
"Solstheim, Castle Karstaag, Banquet Hall",0148055B,SolstheimVSCastleSKarstaagVSBanquetSHall,CELL
"Solstheim, Castle Karstaag, Caverns of Karstaag",0148055C,SolstheimVSCastleSKarstaagVSCavernsSofSKarstaag,CELL
"Solstheim, Castle Karstaag, Karstaag's Chambers",0148055D,SolstheimVSCastleSKarstaagVSKarstaagAsSChambers,CELL
"Solstheim, Castle Karstaag, Throne Room",0148055E,SolstheimVSCastleSKarstaagVSThroneSRoom,CELL
"Solstheim, Castle Karstaag, Tower",0148055F,SolstheimVSCastleSKarstaagVSTower,CELL
"Solstheim, Cave of Hidden Music",01480560,SolstheimVSCaveSofSHiddenSMusic,CELL
"Solstheim, Caves of Fjalding",01480561,SolstheimVSCavesSofSFjalding,CELL
"Solstheim, Chamber of Song",01480562,SolstheimVSChamberSofSSong,CELL
"Solstheim, Connorflenge Barrow",01480563,SolstheimVSConnorflengeSBarrow,CELL
"Solstheim, Domme",01480564,SolstheimVSDomme,CELL
"Solstheim, Eddard Barrow",01480565,SolstheimVSEddardSBarrow,CELL
"Solstheim, Fjell",01480566,SolstheimVSFjell,CELL
"Solstheim, Frossel",01480567,SolstheimVSFrossel,CELL
"Solstheim, Frosselmane Barrow",01480568,SolstheimVSFrosselmaneSBarrow,CELL
"Solstheim, Frykte",01480569,SolstheimVSFrykte,CELL
"Solstheim, Gandrung Caverns",0148056A,SolstheimVSGandrungSCaverns,CELL
"Solstheim, Geilir the Mumbling's Dwelling",0148056B,SolstheimVSGeilirStheSMumblingAsSDwelling,CELL
"Solstheim, Glenschul's Tomb",0148056C,SolstheimVSGlenschulAsSTomb,CELL
"Solstheim, Gloomy Cave",0148056D,SolstheimVSGloomySCave,CELL
"Solstheim, Graring's House",0148056E,SolstheimVSGraringAsSHouse,CELL
"Solstheim, Gronn",0148056F,SolstheimVSGronn,CELL
"Solstheim, Gyldenhul Barrow",01480570,SolstheimVSGyldenhulSBarrow,CELL
"Solstheim, Gyldenhul Barrow Entrance",01480520,SolstheimVSGyldenhulSBarrowSEntrance,CELL
"Solstheim, Halls of Penumbra",01480571,SolstheimVSHallsSofSPenumbra,CELL
"Solstheim, Himmelhost Barrow",01480572,SolstheimVSHimmelhostSBarrow,CELL
"Solstheim, Hrothmund's Bane",01480528,SolstheimVSHrothmundAsSBane,CELL
"Solstheim, Hrothmund's Barrow",01480573,SolstheimVSHrothmundAsSBarrow,CELL
"Solstheim, Hvitkald Peak",0148052B,SolstheimVSHvitkaldSPeak,CELL
"Solstheim, Jolgeirr Barrow",01480574,SolstheimVSJolgeirrSBarrow,CELL
"Solstheim, Kelsedolk Barrow",01480575,SolstheimVSKelsedolkSBarrow,CELL
"Solstheim, Kjolver's Dwelling",01480576,SolstheimVSKjolverAsSDwelling,CELL
"Solstheim, Kolbjorn Barrow",01480577,SolstheimVSKolbjornSBarrow,CELL
"Solstheim, Kolfinna's Dwelling",01480578,SolstheimVSKolfinnaAsSDwelling,CELL
"Solstheim, Lair of the Udyrfrykte",01480579,SolstheimVSLairSofStheSUdyrfrykte,CELL
"Solstheim, Lake Fjalding",01480523,SolstheimVSLakeSFjalding,CELL
"Solstheim, Legge",0148057A,SolstheimVSLegge,CELL
"Solstheim, Lukesturm Barrow",0148057B,SolstheimVSLukesturmSBarrow,CELL
"Solstheim, Mortrag Glacier",0148052A,SolstheimVSMortragSGlacier,CELL
"Solstheim, Mortrag Glacier: Entry",0148057C,SolstheimVSMortragSGlacierXSEntry,CELL
"Solstheim, Mortrag Glacier: Huntsman's Hall",0148057D,SolstheimVSMortragSGlacierXSHuntsmanAsSHall,CELL
"Solstheim, Mortrag Glacier: Inner Ring",0148057E,SolstheimVSMortragSGlacierXSInnerSRing,CELL
"Solstheim, Mortrag Glacier: Outer Ring",0148057F,SolstheimVSMortragSGlacierXSOuterSRing,CELL
"Solstheim, Rimhull",01480580,SolstheimVSRimhull,CELL
"Solstheim, Sjobal",01480581,SolstheimVSSjobal,CELL
"Solstheim, Skogsdrake Barrow",01480582,SolstheimVSSkogsdrakeSBarrow,CELL
"Solstheim, Skygge",01480583,SolstheimVSSkygge,CELL
"Solstheim, Solvjord",01480584,SolstheimVSSolvjord,CELL
"Solstheim, Stahlman's Gorge",01480585,SolstheimVSStahlmanAsSGorge,CELL
"Solstheim, Stormpfund Barrow",01480586,SolstheimVSStormpfundSBarrow,CELL
"Solstheim, Thirsk",01480587,SolstheimVSThirsk,CELL
